T, A, B, Oc, C, Oj tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
487, -0.485, -0.282, -0.177, 0.888, 0.61, 0.118, 0.507, 0.348, 0.181, 30, 8.3, -1.4, 2.8e+02, 30, 8.4, 0.8, 2.8e+02, 30, 8, -2.4, 2.7e+02, 2.8e+02
488, -0.485, -0.282, -0.177, 0.888, 0.609, 0.118, 0.497, 0.349, 0.182, 30, 8.4, 0.017, 2.8e+02, 30, 7.8, -2.8, 2.7e+02, 30, 8, -2.1, 2.7e+02, 2.8e+02
487, -0.484, -0.28, -0.177, 0.894, 0.609, 0.119, 0.53, 0.348, 0.181, 30, 8.5, -0.45, 2.9e+02, 30, 8.3, 1.2, 2.8e+02, 30, 8.4, -0.98, 2.8e+02, 2.8e+02
487, -0.481, 0, -0.174, 0.882, 0.61, 0.118, 0.468, 0.353, 0.184, 30, 3.8, -0.082, 1.4e+02, 30, 3.2, -2, 1.3e+02, 30, 3.6, -1.3, 1.4e+02, 1.4e+02
490, -0.481, -0.279, -0.174, 0.884, 0.607, 0.123, 0.535, 0.341, 0.179, 30, 8.3, 0.88, 2.8e+02, 30, 8.4, 1.2, 2.8e+02, 30, 8.5, -0.02, 2.9e+02, 2.8e+02
487, -0.481, -0.278, -0.176, 0.889, 0.609, 0.123, 0.489, 0.349, 0.182, 30, 8.4, 0.011, 2.8e+02, 30, 8.4, 0.092, 2.8e+02, 30, 8.3, -1.1, 2.8e+02, 2.8e+02
486, -0.486, -0.28, -0.177, 0.887, 0.607, 0.123, 0.437, 0.352, 0.181, 30, 8.4, -1.1, 2.8e+02, 26, 6.6, -2.8, 2.3e+02, 30, 8.4, -0.018, 2.8e+02, 2.7e+02
492, -0.486, -0.282, -0.177, 0.887, 0.608, 0.123, 0.444, 0.357, 0.182, 30, 8.5, -1.2, 2.9e+02, 30, 8.6, 0.14, 2.9e+02, 30, 8.5, -0.45, 2.9e+02, 2.9e+02
488, -0.48, -0.282, -0.177, 0.887, 0.605, 0.123, 0.432, 0.351, 0.171, 30, 8.5, -0.45, 2.9e+02, 30, 8.4, 0.57, 2.8e+02, 30, 8.5, -0.36, 2.9e+02, 2.9e+02
487, -0.483, -0.282, -0.177, 0.887, 0.608, 0.123, 0.424, 0.341, 0.168, 30, 7.8, -2.8, 2.7e+02, 21, 5.1, -2.8, 1.8e+02, 30, 8.4, -1.4, 2.8e+02, 2.5e+02
487, -0.485, -0.4, -0.173, 0.9, 0.611, 0.126, 0.544, 0.352, 0.185, 30, 3.7, -2.8, 1.5e+02, 5.3, 0.99, 0.28, 36, 30, 4.1, -1.9, 1.6e+02, 1.2e+02
489, -0.486, -0.284, -0.173, 0.902, 0.614, 0.127, 0.493, 0.352, 0.181, 26, 6.5, -2.8, 2.3e+02, 30, 8.5, 1.2, 2.9e+02, 30, 8.4, 1.1, 2.8e+02, 2.7e+02
488, -0.483, -0.282, -0.176, 0.888, 0.61, 0.12, 0.419, 0.349, 0.18, 30, 8.5, -0.68, 2.8e+02, 30, 8.4, 0.45, 2.8e+02, 30, 8.6, 0.21, 2.9e+02, 2.9e+02
488, -0.483, -0.282, -0.177, 0.885, 0.608, 0.118, 0.419, 0.35, 0.18, 30, 8.5, 0.22, 2.8e+02, 30, 8.4, -0.75, 2.8e+02, 30, 8.2, -2, 2.8e+02, 2.8e+02
488, -0.482, -0.282, -0.174, 0.884, 0.614, 0.119, 0.42, 0.347, 0.175, 30, 8.4, 0.28, 2.8e+02, 30, 8.5, 0.64, 2.9e+02, 30, 8.5, 0.094, 2.8e+02, 2.8e+02
488, -0.482, -0.282, -0.174, 0.884, 0.614, 0.119, 0.42, 0.347, 0.175, 30, 8.5, 1.1, 2.9e+02, 30, 8.5, 0.17, 2.9e+02, 30, 8.6, -0.34, 2.9e+02, 2.9e+02
488, -0.479, -0.281, -0.177, 0.883, 0.613, 0.125, 0.509, 0.359, 0.174, 30, 8.4, -0.2, 2.8e+02, 29, 7.8, -2.8, 2.7e+02, 30, 8.5, -0.12, 2.9e+02, 2.8e+02
488, -0.486, -0.282, -0.176, 0.884, 0.61, 0.121, 0.455, 0.364, 0.175, 30, 8.2, 1.8, 2.8e+02, 30, 8.5, 0.25, 2.9e+02, 28, 7.4, -2.8, 2.5e+02, 2.7e+02
489, -0.482, -0.28, -0.178, 0.886, 0.612, 0.121, 0.56, 0.349, 0.186, 30, 8, -1.7, 2.7e+02, 30, 8.2, 1.2, 2.8e+02, 30, 8.4, -0.17, 2.8e+02, 2.8e+02
489, -0.485, -0.281, -0.174, 0.887, 0.613, 0.124, 0.339, 0.35, 0.188, 30, 8.4, 1.2, 2.8e+02, 30, 8.5, 0.5, 2.9e+02, 30, 8.2, 1.7, 2.8e+02, 2.8e+02
488, -0.48, -0.28, -0.174, 0.883, 0.616, 0.118, 0.433, 0.344, 0.193, 30, 8.2, 1.5, 2.8e+02, 30, 8.3, 1.4, 2.8e+02, 30, 8.2, 1.5, 2.8e+02, 2.8e+02
488, -0.482, -0.28, 0, 0.898, 0.616, 0.118, 0.434, 0.348, 0.185, 1, 0.44, -0.046, 15, 1.1, 0.45, -0.043, 16, 1.1, 0.46, -0.046, 16, 16
490, -0.484, -0.28, -0.175, 0.9, 0.609, 0.117, 0.374, 0.335, 0.181, 22, 5.3, -2.8, 1.9e+02, 30, 8.3, -2.3, 2.8e+02, 30, 8.3, -1.6, 2.8e+02, 2.5e+02
485, -0.484, -0.28, -0.175, 0.887, 0.615, 0.117, 0.348, 0.336, 0.18, 30, 8.3, 1.4, 2.8e+02, 30, 8.1, -2, 2.8e+02, 30, 8.5, 0.1, 2.9e+02, 2.8e+02
487, -0.481, -0.28, -0.175, 0.888, 0.606, 0.121, 0.419, 0.354, 0.176, 30, 8.5, -0.067, 2.9e+02, 30, 8.4, -1.7, 2.8e+02, 30, 8.4, 1.6, 2.8e+02, 2.8e+02
487, -0.481, -0.279, -0.176, 0.887, 0.606, 0.12, 0.328, 0.347, 0.183, 30, 8.5, 0.53, 2.9e+02, 30, 8.5, 0.81, 2.9e+02, 30, 8.6, -0.49, 2.9e+02, 2.9e+02
484, -0.482, -0.279, -0.174, 0.898, 0.61, 0.12, 0.406, 0.337, 0.186, 30, 8.5, -0.47, 2.9e+02, 30, 8.5, -0.69, 2.8e+02, 30, 8.4, -0.88, 2.8e+02, 2.9e+02
489, -0.481, -0.279, -0.175, 0.888, 0.61, 0.12, 0.455, 0.332, 0.177, 30, 8.3, -1.7, 2.8e+02, 30, 8.4, -0.49, 2.8e+02, 30, 8.2, -2.1, 2.8e+02, 2.8e+02
487, -0.483, -0.279, -0.175, 0.886, 0.618, 0.124, 0.437, 0.33, 0.178, 30, 8.4, -0.61, 2.8e+02, 30, 8.5, -0.26, 2.9e+02, 30, 8.4, 0.97, 2.8e+02, 2.8e+02
488, -0.486, -0.281, -0.178, 0.886, 0.61, 0.125, 0.411, 0.36, 0.185, 30, 8.5, -0.51, 2.9e+02, 30, 8.4, -1.4, 2.8e+02, 30, 8.4, -1.2, 2.8e+02, 2.8e+02
487, -0.482, -0.286, -0.177, 0.885, 0.612, 0.119, 0.588, 0.356, 0.176, 30, 8.2, -1.1, 2.8e+02, 30, 8.4, -1, 2.8e+02, 30, 8.3, 1.2, 2.8e+02, 2.8e+02
487, -0.476, -0.294, -0.177, 0.891, 0.608, 0.119, 0.468, 0.35, 0.173, 30, 8.5, 0.88, 2.9e+02, 30, 8.5, -0.49, 2.9e+02, 30, 8.5, -0.79, 2.9e+02, 2.9e+02
487, -0.485, -0.281, -0.177, 0.883, 0.61, 0.12, 0.425, 0.36, 0.177, 30, 8.4, -1.3, 2.8e+02, 30, 8.4, -0.61, 2.8e+02, 30, 8.5, -0.55, 2.9e+02, 2.8e+02
493, -0.488, -0.282, -0.177, 0.884, 0.608, 0.119, 0.426, 0.361, 0.179, 30, 8.5, 0.21, 2.8e+02, 24, 6.1, -2.8, 2.2e+02, 30, 8.4, -0.92, 2.8e+02, 2.6e+02
488, -0.476, -0.282, -0.175, 0.883, 0.609, 0.5, 0.358, 0.337, 0.18, 5.1, 0.54, -0.023, 22, 2.5, 0.45, 0.12, 17, 11, 1.3, -0.39, 51, 30
488, -0.476, -0.279, -0.175, 0.884, 0.61, 0.119, 0.558, 0.353, 0.186, 30, 8.4, 0.73, 2.8e+02, 30, 8.4, -0.49, 2.8e+02, 30, 8.4, 1.3, 2.8e+02, 2.8e+02
488, -0.481, -0.282, -0.177, 0.883, 0.613, 0.118, 0.429, 0.347, 0.177, 30, 8.5, -0.07, 2.9e+02, 30, 8.5, -0.97, 2.9e+02, 30, 8.5, -0.41, 2.9e+02, 2.9e+02
488, -0.481, -0.282, -0.178, 0.886, 0.617, 0.118, 0.436, 0.349, 0.178, 30, 8.5, -0.027, 2.9e+02, 30, 8.5, -1, 2.9e+02, 30, 8.5, -0.3, 2.9e+02, 2.9e+02
487, -0.482, -0.282, -0.177, 0.888, 0.607, 0.119, 0.458, 0.35, 0.181, 30, 8.5, -1.1, 2.9e+02, 30, 8.5, -0.39, 2.9e+02, 26, 6.8, -2.8, 2.4e+02, 2.7e+02
488, -0.482, -0.282, -0.177, 0.889, 0.608, 0.5, 0.475, 0.35, 0.181, 3, 0.42, -0.11, 17, 2.7, 0.33, 0.14, 14, 6.1, 0.55, -0.038, 24, 18
488, -0.486, -0.283, -0.177, 0, 0.608, 0.116, 0.417, 0.35, 0.177, 2.7, 0.24, -0.32, 12, 2.8, 0.21, -0.37, 12, 2.9, -0.36, -0.15, 7.8, 11
488, -0.485, -0.283, -0.177, 0.892, 0.607, 0.13, 0.437, 0.352, 0.177, 30, 8.7, -0.0069, 2.9e+02, 30, 8.5, -0.32, 2.9e+02, 30, 8.6, -0.64, 2.9e+02, 2.9e+02
488, -0.485, -0.282, -0.177, 0.886, 0.603, 0.117, 0.421, 0.339, 0.179, 30, 8.5, 0.16, 2.9e+02, 30, 8.5, -0.16, 2.9e+02, 30, 8.2, -2, 2.8e+02, 2.8e+02
488, -0.486, -0.284, -0.177, 0.891, 0.609, 0.123, 0.417, 0.348, 0.178, 30, 8.3, -1.9, 2.8e+02, 30, 8.2, -2.2, 2.8e+02, 30, 8.4, -0.89, 2.8e+02, 2.8e+02
490, -0.475, -0.293, -0.176, 0.9, 0.612, 0.119, 0.551, 0.359, 0.172, 30, 8.5, -0.73, 2.9e+02, 30, 8.5, -1.1, 2.9e+02, 30, 8.3, -0.19, 2.8e+02, 2.8e+02
491, -0.475, -0.286, -0.176, 0.885, 0.62, 0.119, 0.546, 0.362, 0.177, 30, 8.4, -0.94, 2.8e+02, 30, 8.5, -0.51, 2.9e+02, 30, 8.4, 0.62, 2.8e+02, 2.8e+02
488, -0.78, -0.291, -0.176, 0.896, 0.608, 0.119, 0.535, 0.349, 0.172, 2.5, -0.085, -0.18, 5.5, 2.3, -0.16, -0.18, 5.7, 2.4, 0.47, 0.48, 19, 10
487, -0.485, -0.283, -0.177, 0.887, 0.603, 0.124, 0.421, 0.339, 0.182, 30, 8.2, 0.69, 2.8e+02, 30, 8.4, -1.1, 2.8e+02, 30, 8.4, 1.2, 2.9e+02, 2.8e+02
488, -0.485, -0.283, -0.176, 0.887, 0.609, 0.124, 0.426, 0.342, 0.18, 30, 8.3, -1.5, 2.8e+02, 30, 8.5, -0.25, 2.9e+02, 30, 8.5, -1.3, 2.9e+02, 2.8e+02
490, -0.481, -0.279, -0.176, 0.886, 0.604, 0.123, 0.433, 0.346, 0.195, 30, 8.3, -1.1, 2.8e+02, 30, 8.4, -1.4, 2.9e+02, 30, 8.4, -0.46, 2.8e+02, 2.8e+02
488, -0.481, -0.28, -0.175, 0.888, 0.608, 0.0693, 0.561, 0.355, 0.187, 30, -0.78, -0.11, 39, 30, -0.51, 0.61, 39, 30, -0.29, -0.33, 35, 38
488, -0.482, -0.283, -0.175, 0.885, 0.608, 0.118, 0.433, 0.334, 0.18, 30, 8.1, -1.2, 2.7e+02, 30, 8.4, -0.74, 2.8e+02, 30, 8.3, -2.1, 2.8e+02, 2.8e+02
488, -0.483, -0.284, -0.177, 0.885, 0.606, 0.121, 0.357, 0.33, 0.178, 30, 8.5, -0.2, 2.9e+02, 30, 8.6, -0.16, 2.9e+02, 30, 8.6, -0.24, 2.9e+02, 2.9e+02
488, -0.481, -0.282, -0.173, 0.888, 0.604, 0.126, 0.474, 0.344, 0.177, 30, 8.5, 0.35, 2.9e+02, 30, 8.5, -0.92, 2.9e+02, 30, 8.4, -1.3, 2.8e+02, 2.9e+02
488, -0.486, -0.282, -0.177, 0.888, 0.606, 0.125, 0.454, 0.336, 0.187, 30, 8.5, -0.21, 2.9e+02, 30, 8.4, 1.1, 2.8e+02, 29, 7.5, -2.8, 2.6e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.124, 0.425, 0.34, 0.178, 30, 8.1, -1.3, 2.8e+02, 30, 8.4, 0.64, 2.8e+02, 30, 8.5, -0.69, 2.9e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.5, 0.425, 0.34, 0.178, 3.4, 0.43, -0.21, 18, 3.2, 0.4, -0.24, 17, 16, 0.34, -1.3, 37, 24
488, -0.482, -0.284, -0.175, 0.892, 0.609, 0.122, 0.41, 0.345, 0.18, 30, 7.9, -2.4, 2.7e+02, 30, 8.5, -0.12, 2.8e+02, 30, 8.4, -1.7, 2.8e+02, 2.8e+02
487, -0.483, -0.281, -0.175, 0.889, 0.611, 0.12, 0.388, 0.348, 0.18, 30, 8.5, -1.1, 2.9e+02, 30, 8.5, 1.1, 2.9e+02, 30, 8.5, -0.7, 2.9e+02, 2.9e+02
487, -0.483, -0.283, 0, 0.892, 0.608, 0.132, 0.437, 0.348, 0.176, 1.1, 0.44, -0.045, 15, 1.1, 0.47, -0.038, 16, 1.1, 0.47, -0.043, 16, 16
488, -0.486, -0.283, -0.177, 0.888, 0.608, 0.129, 0.434, 0.351, 0.177, 30, 8.1, 1.8, 2.8e+02, 30, 8.5, -0.019, 2.9e+02, 30, 8.5, 0.27, 2.9e+02, 2.8e+02
487, -0.484, -0.282, -0.174, 0.888, 0.612, 0.119, 0.423, 0.346, 0.186, 30, 8.4, 0.95, 2.8e+02, 30, 8.4, -0.24, 2.8e+02, 30, 8.5, -0.41, 2.9e+02, 2.8e+02
487, -0.483, -0.281, -0.174, 0.884, 0.615, 0.121, 0.426, 0.347, 0.178, 30, 8.5, -0.33, 2.8e+02, 30, 8.5, -0.87, 2.9e+02, 30, 8.4, 0.54, 2.8e+02, 2.9e+02
487, -0.482, -0.281, -0.176, 0.88, 0.603, 0.124, 0.463, 0.341, 0.179, 30, 8.5, 0.4, 2.9e+02, 30, 8.3, -1.3, 2.8e+02, 30, 8.5, -0.63, 2.9e+02, 2.8e+02
488, -0.482, -0.279, -0.177, 0.885, 0.604, 0.123, 0.428, 0.341, 0.173, 30, 8.4, -0.98, 2.8e+02, 30, 8.4, 1.1, 2.8e+02, 30, 8.2, 2, 2.8e+02, 2.8e+02
488, -0.485, -0.283, -0.173, 0.885, 0.607, 0.119, 0.419, 0.347, 0.179, 30, 8.2, 2, 2.8e+02, 30, 8.4, 0.16, 2.8e+02, 30, 8.4, -0.28, 2.8e+02, 2.8e+02
487, -0.483, -0.283, -0.175, 0.89, 0.616, 0.119, 0.416, 0.347, 0.177, 30, 8.6, 0.2, 2.9e+02, 30, 8.6, 0.66, 2.9e+02, 30, 8.5, -0.63, 2.8e+02, 2.9e+02
487, -0.483, -0.29, -0.177, 0.888, 0.609, 0.119, 0.347, 0.354, 0.18, 30, 8.3, 0.83, 2.8e+02, 30, 8.5, 0.4, 2.8e+02, 30, 8.4, -1.2, 2.8e+02, 2.8e+02
487, -0.475, -0.286, -0.176, 0.892, 0.609, 0.119, 0.54, 0.358, 0.179, 30, 8.4, -0.3, 2.8e+02, 30, 8.3, -1.3, 2.8e+02, 30, 8.2, -2.3, 2.8e+02, 2.8e+02
489, -0.481, -0.279, -0.177, 0.887, 0.608, 0.118, 0.378, 0.335, 0.174, 30, 8.5, -1, 2.9e+02, 30, 8.4, -0.49, 2.8e+02, 30, 8.4, -1, 2.8e+02, 2.8e+02
489, -0.481, -0.28, -0.176, 0.881, 0.607, 0.118, 0.41, 0.359, 0.177, 30, 8.2, -2.2, 2.8e+02, 30, 8.5, -0.85, 2.9e+02, 30, 8.5, -0.36, 2.8e+02, 2.8e+02
487, -0.482, -0.281, -0.175, 0.884, 0.612, 0.118, 0.431, 0.356, 0.181, 30, 8.5, 0.015, 2.9e+02, 30, 8.2, -1.5, 2.8e+02, 30, 8.3, -1.5, 2.8e+02, 2.8e+02
485, -0.48, -0.281, -0.176, 0.885, 0.614, 0.12, 0.443, 0.359, 0.181, 30, 8.2, -1.9, 2.8e+02, 30, 8.4, -0.57, 2.8e+02, 30, 8.4, 0.22, 2.8e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.883, 0.611, 0.12, 0.448, 0.333, 0.174, 30, 8.4, -1.3, 2.8e+02, 30, 8.2, -2, 2.8e+02, 30, 8.5, -0.88, 2.9e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.886, 0.607, 0.126, 0.381, 0.356, 0.174, 30, 8.5, 0.36, 2.9e+02, 30, 8.5, -0.33, 2.9e+02, 30, 8.2, -2.1, 2.8e+02, 2.8e+02
487, -0.481, -0.279, -0.175, 0.885, 0.607, 0.121, 0.49, 0.353, 0.177, 30, 8.4, 0.16, 2.8e+02, 30, 8.2, -2, 2.8e+02, 30, 8.3, -1.6, 2.8e+02, 2.8e+02
489, -0.481, -0.279, -0.178, 0.882, 0.607, 0.124, 0.383, 0.352, 0.172, 30, 8.2, -1.4, 2.8e+02, 30, 8.4, -0.94, 2.8e+02, 30, 8.4, -1, 2.8e+02, 2.8e+02
488, -0.485, -0.286, -0.177, 0.886, 0.617, 0.121, 0.427, 0.359, 0.186, 30, 8.4, 0.51, 2.8e+02, 30, 8.4, -0.88, 2.8e+02, 30, 8.3, -1.4, 2.8e+02, 2.8e+02
489, -0.485, -0.284, -0.177, 0.884, 0.614, 0.127, 0.506, 0.358, 0.175, 30, 8.5, 0.00083, 2.9e+02, 30, 8.3, -1.9, 2.8e+02, 30, 8.5, -0.84, 2.9e+02, 2.9e+02
488, -0.484, -0.282, -0.177, 0.885, 0.606, 0.126, 0.384, 0.336, 0.178, 30, 8.6, -0.64, 2.9e+02, 30, 8.4, -1.5, 2.8e+02, 30, 8.4, -1.2, 2.9e+02, 2.9e+02
488, -0.483, -0.281, -0.177, 0.78, 0.607, 0.125, 0.435, 0.342, 0.179, 5.8, 1.2, -0.21, 43, 4.7, 0.91, 0.24, 33, 7.8, 1.6, 0.041, 58, 45
488, -0.481, -0.281, -0.177, 0.885, 0.607, 0.118, 0.443, 0.36, 0.176, 30, 8.6, 0.41, 2.9e+02, 30, 8.6, -0.25, 2.9e+02, 30, 8.5, -1.1, 2.9e+02, 2.9e+02
487, -0.481, -0.282, -0.177, 0.885, 0.606, 0.119, 0.398, 0.344, 0.181, 30, 8.5, -0.78, 2.9e+02, 30, 8.2, -2, 2.8e+02, 30, 8.4, -1.5, 2.8e+02, 2.8e+02
489, -0.481, -0.279, -0.175, 0.882, 0.607, 0.123, 0.511, 0.341, 0.175, 30, 8.1, -1.6, 2.8e+02, 29, 7.5, -2.8, 2.6e+02, 30, 8.3, -1.7, 2.8e+02, 2.7e+02
489, -0.481, -0.279, -0.175, 0.882, 0.607, 0.123, 0.511, 0.341, 0.175, 30, 8.4, 0.057, 2.8e+02, 30, 8.2, -2, 2.8e+02, 30, 8.4, -1.3, 2.8e+02, 2.8e+02
489, -0.486, -0.282, -0.176, 0.884, 0.608, 0.124, 0.457, 0.34, 0.174, 30, 8.5, 0.025, 2.9e+02, 30, 8.4, -0.76, 2.8e+02, 30, 8.6, 0.19, 2.9e+02, 2.9e+02
489, -0.486, -0.279, -0.176, 0.888, 0.605, 0.124, 0.389, 0.341, 0.178, 30, 8.4, -0.87, 2.8e+02, 30, 8.5, 0.042, 2.9e+02, 30, 8.3, -1.3, 2.8e+02, 2.8e+02
488, -0.48, -0.29, -0.176, 0.893, 0.143, 0.123, 0.538, 0.349, 0.184, 3.2, -0.26, -0.27, 7.9, 4.9, -0.2, 0.35, 9.9, 19, 0.023, 2.9, 49, 22
488, -0.481, -0.29, -0.177, 0.886, 0.608, 0.12, 0.482, 0.349, 0.179, 30, 8.2, -0.82, 2.8e+02, 30, 8.4, 0.24, 2.8e+02, 30, 8.3, -0.54, 2.8e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.124, 0.425, 0.34, 0.178, 30, 8.5, 0.27, 2.9e+02, 30, 8.1, -2.4, 2.8e+02, 30, 8.2, 1.8, 2.8e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.7, 0.124, 0.425, 0.34, 0.178, 21, 4.5, -2.8, 1.6e+02, 30, 7.2, -1.7, 2.5e+02, 30, 7.5, -1.9, 2.6e+02, 2.2e+02
488, -0.479, -0.292, -0.178, 0.891, 0.618, 0.117, 0.497, 0.349, 0.18, 30, 8.5, -0.43, 2.9e+02, 30, 8.5, 0.11, 2.9e+02, 30, 8.2, 1.7, 2.8e+02, 2.8e+02
488, -0.474, -0.294, -0.177, 0.887, 0.614, 0.118, 0.498, 0.349, 0.18, 30, 8.4, -0.38, 2.8e+02, 30, 8.4, 0.1, 2.8e+02, 30, 8.3, -1.2, 2.8e+02, 2.8e+02
488, -0.482, -0.281, -0.178, 0.885, 0.607, 0.118, 0.438, 0.365, 0.179, 30, 8.4, -1.5, 2.8e+02, 30, 8.4, -1.3, 2.8e+02, 30, 8.5, -0.84, 2.9e+02, 2.8e+02
487, -0.484, -0.281, -0.175, 0.884, 0.613, 0, 0.431, 0.353, 0.185, 30, -0.64, -0.11, 37, 30, -0.55, -0.25, 37, 30, -0.61, -0.022, 37, 37
489, -0.481, -0.279, -0.175, 0.882, 0.607, 0.123, 0.511, 0.341, 0.175, 30, 8.2, -1.3, 2.8e+02, 30, 8.5, 0.049, 2.9e+02, 30, 8.4, -0.82, 2.8e+02, 2.8e+02
489, -0.481, -0.279, -0.175, 0.882, 0.607, 0.123, 0.511, 0.341, 0.175, 30, 8.3, -1.8, 2.8e+02, 30, 8.4, -1.1, 2.8e+02, 30, 8.4, 0.063, 2.8e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.124, 0.425, 0.34, 0.178, 30, 8.5, -0.88, 2.9e+02, 30, 8.5, -0.83, 2.9e+02, 30, 8.3, -1.8, 2.8e+02, 2.8e+02
492, -0.486, -0.283, -0.177, 0.887, 0.607, 0.127, 0.432, 0.356, 0.177, 30, 8.4, -1.5, 2.8e+02, 30, 8.5, 0.13, 2.9e+02, 30, 8.4, -1.5, 2.8e+02, 2.8e+02
487, -0.487, -0.283, -0.177, 0.886, 0.61, 0.125, 0.436, 0.35, 0.177, 30, 8.5, -0.24, 2.9e+02, 30, 8.5, -0.19, 2.9e+02, 30, 8.4, -1.1, 2.8e+02, 2.9e+02
487, -0.479, -0.3, -0.177, 0.891, 0.61, 0.116, 0.449, 0.34, 0.177, 30, 8, 1, 2.7e+02, 30, 8.3, 0.1, 2.8e+02, 30, 8.3, -0.31, 2.8e+02, 2.8e+02
487, -0.472, -0.3, -0.177, 0.886, 0.608, 0.12, 0.484, 0.347, 0.178, 30, 8.1, 0.56, 2.7e+02, 30, 8, 1.1, 2.7e+02, 26, 6, 2.9, 2.1e+02, 2.5e+02
487, -0.483, -0.283, -0.177, 0.892, 0.607, 0.123, 0.435, 0.35, 0.18, 30, 8.5, -1.1, 2.9e+02, 30, 8.5, -0.77, 2.9e+02, 30, 8.4, -1.2, 2.8e+02, 2.9e+02
488, -0.483, -0.283, -0.177, 0.891, 0.606, 0.121, 0.435, 0.349, 0.181, 30, 8.3, -1.5, 2.8e+02, 30, 8.5, -0.65, 2.9e+02, 30, 8.6, -0.14, 2.9e+02, 2.9e+02
488, -0.484, -0.282, -0.176, 0.887, 0.605, 0.124, 0.384, 0.34, 0.176, 30, 8.5, 0.4, 2.9e+02, 22, 5.5, -2.8, 2e+02, 30, 8.5, 0.074, 2.9e+02, 2.6e+02
488, -0.484, -0.281, -0.177, 0.882, 0.604, 0.123, 0.501, 0.339, 0.174, 30, 8.4, -1.2, 2.9e+02, 30, 8.4, -1.4, 2.9e+02, 30, 8.4, -0.35, 2.8e+02, 2.8e+02
494, -0.486, -0.282, -0.177, 0.887, 0.608, 0.123, 0.442, 0.346, 0.181, 28, 7.1, -2.8, 2.5e+02, 30, 8.5, -0.8, 2.9e+02, 30, 8.4, -1.3, 2.8e+02, 2.7e+02
492, -0.486, -0.282, -0.177, 0.887, 0.608, 0.123, 0.437, 0.36, 0.181, 30, 8.2, -2.1, 2.8e+02, 30, 8.2, -2, 2.8e+02, 30, 8.4, -1.1, 2.8e+02, 2.8e+02
488, -0.487, -0.283, -0.177, 0.886, 0.606, 0.127, 0.435, 0.352, 0.178, 30, 8.3, -1.2, 2.8e+02, 30, 8.5, -0.012, 2.9e+02, 30, 8.5, -0.75, 2.9e+02, 2.8e+02
488, -0.487, -0.283, -0.177, 0.886, 0.606, 0.127, 0.435, 0.352, 0.178, 30, 8.4, -0.98, 2.8e+02, 30, 8.5, -0.78, 2.9e+02, 30, 8.4, -1.3, 2.8e+02, 2.9e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.124, 0.425, 0.34, 0.178, 30, 8.4, -0.86, 2.8e+02, 30, 8.5, 0.019, 2.9e+02, 30, 8.3, 1.9, 2.8e+02, 2.8e+02
488, -0.486, -0.282, -0.177, 0.887, 0.604, 0.124, 0.425, 0.34, 0.178, 30, 8.5, -0.045, 2.9e+02, 30, 8.5, 0.88, 2.9e+02, 30, 8.4, -0.98, 2.8e+02, 2.9e+02
485, -0.485, -0.281, -0.176, 0.887, 0.614, 0.121, 0.447, 0.354, 0.182, 30, 8.3, -0.71, 2.8e+02, 30, 8, -2, 2.7e+02, 30, 8.4, 0.75, 2.8e+02, 2.8e+02
489, -0.485, -0.282, -0.177, 0.887, 0.608, 0.12, 0.441, 0.353, 0.181, 30, 8.5, -0.62, 2.9e+02, 30, 8.1, -2.4, 2.8e+02, 30, 8.2, -2.1, 2.8e+02, 2.8e+02
489, -0.481, -0.28, -0.177, 0.887, 0.607, 0.122, 0.499, 0.352, 0.18, 30, 8.4, -1.1, 2.8e+02, 30, 8.2, -2, 2.8e+02, 30, 8.3, 1.5, 2.8e+02, 2.8e+02
488, -0.481, -0.281, -0.174, 0.88, 0.607, 0.122, 0.557, 0.359, 0.176, 30, 8.4, -1.3, 2.8e+02, 30, 8.4, 0.12, 2.8e+02, 30, 8.4, 1, 2.8e+02, 2.8e+02
487, -0.481, -0.282, -0.177, 0.887, 0.608, 0.123, 0.435, 0.348, 0.181, 30, 8.1, -2.2, 2.8e+02, 30, 8.5, -0.75, 2.9e+02, 30, 8.4, -1.5, 2.8e+02, 2.8e+02
487, -0.481, -0.282, -0.177, 0.887, 0.608, 0.123, 0.435, 0.348, 0.181, 30, 8.5, -0.2, 2.9e+02, 29, 7.6, -2.8, 2.6e+02, 30, 8.2, 1, 2.8e+02, 2.8e+02
487, -0.48, -0.282, -0.173, 0.887, 0.612, 0.119, 0.431, 0.347, 0.175, 30, 8.4, -1, 2.8e+02, 30, 8.5, -0.47, 2.9e+02, 30, 8.4, -1.4, 2.9e+02, 2.8e+02
487, -0.482, -0.282, -0.174, 0.887, 0.607, 0.117, 0.42, 0.348, 0.179, 30, 8.5, -0.66, 2.9e+02, 30, 8.5, -0.28, 2.9e+02, 29, 7.8, -2.8, 2.7e+02, 2.8e+02
