T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.3, -1.3, 2.2e+02, 19, 3, 2.9, 1.2e+02, 30, 6.5, -0.0098, 2.3e+02, 1.9e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, -0.62, 2.2e+02, 30, 6.5, -0.17, 2.3e+02, 30, 6.4, -0.47, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.272, 0.108, 30, 6.3, 0.94, 2.2e+02, 30, 6.5, -0.03, 2.2e+02, 30, 6.5, 0.29, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, -0.33, 2.3e+02, 30, 6.5, -0.031, 2.3e+02, 30, 6.5, -0.63, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 6.3, 1.5, 2.2e+02, 30, 6.2, 2.2, 2.2e+02, 30, 6.5, -0.28, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 20, 3.4, 2.9, 1.3e+02, 30, 6.1, -2.2, 2.2e+02, 30, 6.5, -0.28, 2.2e+02, 1.9e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.5, -1.2, 2.3e+02, 30, 6.5, 0.15, 2.3e+02, 24, 4.6, 2.9, 1.7e+02, 2.1e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.4, -0.91, 2.2e+02, 30, 6.5, -0.76, 2.3e+02, 30, 6.4, -0.75, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.3, -1.4, 2.2e+02, 30, 6.5, 0.052, 2.3e+02, 30, 6.4, -1.1, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 30, 6.3, -1.2, 2.2e+02, 30, 6.4, -1.2, 2.3e+02, 30, 6.4, -1, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 30, 6.5, -0.36, 2.3e+02, 30, 6.1, 2.2, 2.2e+02, 30, 6.4, 1.1, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.272, 0.099, 30, 6.4, -1.1, 2.2e+02, 30, 6.4, 0.37, 2.2e+02, 30, 6.4, -0.51, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.2, 1.9, 2.2e+02, 30, 6.4, 1.1, 2.2e+02, 30, 6.6, 0.45, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, -0.054, 2.3e+02, 30, 6.4, -0.45, 2.2e+02, 30, 6.5, 0.6, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, -1.1, 2.2e+02, 19, 3.2, 2.9, 1.3e+02, 30, 6.4, -0.96, 2.2e+02, 1.9e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.4, -1, 2.2e+02, 30, 6.4, -0.64, 2.2e+02, 30, 6.3, -1.5, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.6, 0.036, 2.3e+02, 30, 6.3, 1.9, 2.2e+02, 30, 6.6, 0.38, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.728, 0.587, 0.228, 0.33, 0, 2.3, -0.14, 0.18, 5.6, 30, 6.2, 0.71, 2.2e+02, 30, 6.2, -1.1, 2.2e+02, 1.5e+02
482, -0.378, -0.179, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 6.4, 0.66, 2.2e+02, 30, 5.9, -1.8, 2.1e+02, 30, 6.4, -0.53, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, -0.63, 2.2e+02, 30, 6.5, -0.15, 2.2e+02, 30, 6.5, -0.72, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.728, 0.58, 0.228, 0.33, 0.108, 30, 6, -2.2, 2.1e+02, 30, 6.2, -1.5, 2.2e+02, 30, 6.3, -0.11, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.123, 0.58, 0.193, 0.272, 0.099, 2, -0.36, 0.15, 6.9, 2, -0.12, 0.35, 6.7, 2.8, -0.26, -0.28, 7.6, 7.1
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, -0.37, 2.2e+02, 30, 6.4, -0.8, 2.2e+02, 30, 6.3, -1.3, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, 0.19, 2.3e+02, 30, 6.4, -1.4, 2.3e+02, 30, 6.4, -1.4, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, 0.0035, 2.3e+02, 30, 6.5, -0.37, 2.3e+02, 30, 6.5, -0.58, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, 0.26, 2.3e+02, 5.4, 0.87, 0.65, 35, 30, 6.1, 1.9, 2.2e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 28, 5.4, 2.9, 2e+02, 30, 6.5, -0.64, 2.3e+02, 30, 6.4, -0.97, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.272, 0, 30, 6.4, -0.23, 2.2e+02, 30, 6.4, -0.23, 2.2e+02, 30, 5.9, 2.3, 2.1e+02, 2.2e+02
482, 0, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 1, -0.085, 62, 30, 0.95, -0.27, 60, 30, 0.9, -0.35, 59, 60
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, 0.1, 2.3e+02, 30, 6.4, -0.42, 2.2e+02, 30, 6.5, -1, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, 0.44, 2.3e+02, 30, 6.5, -1.1, 2.3e+02, 30, 6.5, -0.53, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, -0.19, 2.3e+02, 30, 6.5, -0.94, 2.3e+02, 30, 6.4, -0.077, 2.2e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0, 30, 6.5, -0.33, 2.3e+02, 30, 6.4, -1.4, 2.2e+02, 30, 6.4, 0.91, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.4, -0.97, 2.2e+02, 30, 6.4, 1.2, 2.2e+02, 30, 6.3, -1, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, -0.1, 2.3e+02, 30, 6.5, -0.5, 2.3e+02, 30, 6.2, -2, 2.2e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.5, -0.29, 2.3e+02, 30, 6.5, 0.58, 2.3e+02, 30, 6.5, -0.33, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 6.6, -0.24, 2.3e+02, 30, 6.5, -0.78, 2.3e+02, 30, 6.5, 0.55, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, -1.1, 2.3e+02, 30, 6.5, 0.76, 2.3e+02, 30, 6.5, -0.64, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0, 0.214, 0.33, 0.108, 0.65, -0.41, -0.018, 5.8, 0.65, -0.41, -0.021, 5.8, 0.65, -0.41, -0.018, 5.8, 5.8
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.5, -0.007, 2.3e+02, 30, 6.5, 0.17, 2.3e+02, 30, 6.4, -0.87, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.3, 1.2, 2.2e+02, 30, 6.5, 0.25, 2.3e+02, 30, 6.5, 0.16, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.7, 0.193, 0.33, 0.099, 30, 5.4, 2.8, 2e+02, 30, 6, 0.99, 2.1e+02, 30, 5.7, 2.3, 2.1e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.2, 1.9, 2.2e+02, 30, 6.5, -1.2, 2.3e+02, 30, 6.5, -0.96, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.6, -0.084, 2.3e+02, 30, 6.6, -0.61, 2.3e+02, 30, 6.3, 1.8, 2.2e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.193, 0.33, 0, 30, 6.4, -1.3, 2.3e+02, 30, 6.4, -0.74, 2.2e+02, 30, 6.5, -0.71, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0, 15, 1.2, 2.9, 71, 16, 2, 2.8, 92, 30, 6.6, 2.2, 2.3e+02, 1.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 26, 4.8, 2.9, 1.8e+02, 30, 6.4, -1.6, 2.2e+02, 30, 6.4, 0.88, 2.2e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0.099, 30, 6.5, -0.15, 2.3e+02, 30, 6.5, 0.42, 2.3e+02, 29, 5.6, 2.8, 2.1e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.4, 0.98, 2.3e+02, 30, 6.4, 0.63, 2.2e+02, 30, 6.5, -0.37, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.6, 0.45, 2.3e+02, 30, 6.6, -0.097, 2.3e+02, 30, 6.4, -1.3, 2.2e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.108, 30, 6.4, -0.9, 2.3e+02, 30, 6.4, -1.2, 2.3e+02, 30, 6.5, 0.38, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.272, 0, 30, 6.4, 0.98, 2.2e+02, 30, 6, 2.4, 2.2e+02, 30, 6.5, -0.43, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0, 30, 6.5, -0.22, 2.2e+02, 30, 6.3, 1.4, 2.2e+02, 30, 6.5, 0.45, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.6, 0.46, 2.3e+02, 30, 6.6, -0.87, 2.3e+02, 30, 6.6, -0.17, 2.3e+02, 2.3e+02
482, -0.378, 0, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 4.2, -1.8, 1.6e+02, 30, 4.5, -0.99, 1.7e+02, 30, 4.1, -2, 1.6e+02, 1.6e+02
482, -0.378, 0, -0.315, 0.676, 0.58, 0.193, 0.33, 0, 30, 4.4, -0.71, 1.6e+02, 30, 4.4, -0.8, 1.6e+02, 30, 4.3, -1.4, 1.6e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 6.5, -0.37, 2.3e+02, 30, 6.5, 0.34, 2.3e+02, 30, 6.5, -0.63, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, -0.13, 2.3e+02, 30, 6.3, -1.5, 2.2e+02, 30, 6.6, 0.41, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.597, 0.193, 0.272, 0.099, 2.7, -0.13, -0.59, 9.7, 2.8, -0.14, -0.59, 9.8, 1.9, -0.13, 0.27, 5.9, 8.5
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 25, 4.5, 2.8, 1.7e+02, 30, 6.6, -0.78, 2.3e+02, 30, 6.3, -1.6, 2.2e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.5, 0.35, 2.3e+02, 30, 6.5, -0.9, 2.3e+02, 30, 6.5, -0.7, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.6, 0.14, 2.3e+02, 30, 6.4, -1.3, 2.3e+02, 30, 6.5, -0.81, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.193, 0.272, 0.099, 30, 6.5, -0.08, 2.3e+02, 30, 6.4, 0.71, 2.2e+02, 30, 6.5, -0.094, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, -0.63, 2.3e+02, 15, 2, -2.8, 91, 24, 4.5, -2.8, 1.7e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.3, -1.6, 2.2e+02, 30, 6.1, -1.9, 2.2e+02, 30, 6.5, -0.51, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.6, 0.12, 2.3e+02, 30, 6.5, -0.56, 2.3e+02, 30, 6.6, 0.42, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.4, -1.1, 2.2e+02, 30, 6.5, -0.99, 2.3e+02, 30, 6.8, -0.43, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, -0.016, 2.3e+02, 30, 6.2, -1.9, 2.2e+02, 30, 6, 2.5, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.5, -0.92, 2.3e+02, 30, 6.4, -1.4, 2.2e+02, 30, 6.2, -1.9, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.5, -0.25, 2.3e+02, 30, 6.4, 0.97, 2.2e+02, 30, 6.4, -0.54, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.5, -0.68, 2.3e+02, 30, 6.4, -1.2, 2.2e+02, 30, 6.5, -0.28, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.4, -0.87, 2.2e+02, 30, 6.4, -0.95, 2.2e+02, 30, 6.5, -0.36, 2.3e+02, 2.2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.4, -1.3, 2.2e+02, 30, 6.4, -0.68, 2.2e+02, 30, 6.5, -0.27, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, 1.3, 2.3e+02, 30, 6.6, -0.52, 2.3e+02, 30, 6.6, -0.36, 2.3e+02, 2.3e+02
482, -0.378, -0.4, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 5.1, 1.3, 0.27, 44, 4.7, 0.32, -0.17, 16, 8, 1.8, 0.38, 63, 41
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.108, 24, 4.3, 2.9, 1.6e+02, 30, 6.5, -0.95, 2.3e+02, 30, 6.6, -0.17, 2.3e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0, 0.33, 0.5, 30, -0.56, -0.6, 39, 30, -0.83, 0.34, 40, 30, -0.8, -0.43, 40, 40
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.4, -1.6, 2.2e+02, 30, 6.5, -0.81, 2.3e+02, 30, 6.5, -0.43, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.272, 0.099, 30, 6.4, -0.53, 2.2e+02, 30, 6.4, -0.96, 2.2e+02, 30, 6.4, 0.65, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6.6, 0.021, 2.3e+02, 30, 6.5, -1.1, 2.3e+02, 30, 6.4, -1.3, 2.2e+02, 2.3e+02
482, -0.378, 0, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 26, 2.6, 2.9, 1.2e+02, 30, 4.3, -1.5, 1.6e+02, 30, 4.5, -0.59, 1.7e+02, 1.5e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, -0.51, 2.3e+02, 30, 6.5, -1.2, 2.3e+02, 30, 6.6, -0.11, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6.1, 2.3, 2.2e+02, 30, 6.6, -0.59, 2.3e+02, 30, 6.3, -1.2, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 26, 5, 2.9, 1.8e+02, 30, 6.6, -0.65, 2.3e+02, 30, 6.3, -2, 2.2e+02, 2.1e+02
481, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.272, 0.108, 30, 6.5, -0.27, 2.3e+02, 30, 6.4, -0.16, 2.2e+02, 30, 6.4, -0.065, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.4, 1.6, 2.2e+02, 30, 6.4, -0.76, 2.2e+02, 30, 6.5, 0.61, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, 0.19, 2.3e+02, 30, 6.2, 1.9, 2.2e+02, 30, 6.4, 0.38, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, 0.3, 2.3e+02, 30, 6.7, 0.0082, 2.3e+02, 30, 6.3, -1.6, 2.2e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.5, -0.8, 2.3e+02, 30, 6.4, -1.5, 2.2e+02, 30, 6.5, -0.98, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.4, -0.72, 2.2e+02, 30, 6.4, -0.81, 2.2e+02, 30, 6.5, 0.71, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.5, -0.65, 2.3e+02, 30, 6.5, -1, 2.3e+02, 30, 6.5, -0.95, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.4, 1.4, 2.3e+02, 30, 6.6, -0.63, 2.3e+02, 30, 6.5, -0.043, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, -0.17, 2.3e+02, 30, 6.4, -1.6, 2.2e+02, 30, 6.5, 0.055, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.4, -0.44, 2.2e+02, 30, 6.4, -0.31, 2.2e+02, 30, 6.5, -0.58, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.108, 30, 6.2, 2.3, 2.2e+02, 30, 6.4, -1.3, 2.2e+02, 30, 6.4, -1.6, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, -0.16, 2.3e+02, 30, 6.5, -1.2, 2.3e+02, 30, 6.5, -1.3, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 6.5, 0.98, 2.3e+02, 30, 6.6, -0.13, 2.3e+02, 30, 6.5, 1.2, 2.3e+02, 2.3e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 30, 6, 2.3, 2.2e+02, 30, 6.2, -1.7, 2.2e+02, 30, 6.5, -0.38, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.6, -0.11, 2.3e+02, 30, 6.5, -0.47, 2.3e+02, 30, 6.5, -0.18, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.272, 0.108, 19, 2.8, 2.9, 1.2e+02, 30, 6.5, 0.29, 2.3e+02, 30, 6.6, -0.2, 2.3e+02, 1.9e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.272, 0.099, 30, 6.5, -0.47, 2.3e+02, 30, 6.5, 1.1, 2.3e+02, 30, 6.3, 1.4, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 29, 5.7, -2.8, 2.1e+02, 30, 6.6, 0.18, 2.3e+02, 30, 6.5, -0.58, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0, 23, 4.7, 2.9, 1.7e+02, 15, 1.6, 2.8, 80, 18, 3, 2.9, 1.2e+02, 1.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6.5, -1.2, 2.3e+02, 30, 6.1, 2.4, 2.2e+02, 30, 6.6, 0.49, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.228, 0.33, 0.108, 30, 6.5, 0.47, 2.3e+02, 30, 6.5, -0.41, 2.3e+02, 30, 6.5, 0.3, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.5, 0.6, 2.3e+02, 30, 6.5, -0.9, 2.3e+02, 30, 6.5, -0.93, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.193, 0.272, 0.108, 30, 6.5, -0.93, 2.3e+02, 30, 6.3, -1.4, 2.2e+02, 30, 6.5, -0.81, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.214, 0.33, 0.099, 18, 3.2, 2.9, 1.3e+02, 17, 2.9, 2.8, 1.2e+02, 18, 3, 2.9, 1.2e+02, 1.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.6, -0.55, 2.3e+02, 30, 6.4, -1.3, 2.2e+02, 30, 6.5, -0.54, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.2, 2.3, 2.2e+02, 30, 6.6, -0.11, 2.3e+02, 30, 6.6, -0.21, 2.3e+02, 2.3e+02
482, -0.378, -0.184, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, -0.68, 2.3e+02, 30, 6.4, -1.3, 2.2e+02, 30, 6.5, 0.42, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.6, -0.41, 2.3e+02, 30, 6.6, 0.15, 2.3e+02, 30, 6.5, -0.54, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6, 2.9, 2.2e+02, 30, 6.6, -0.65, 2.3e+02, 30, 6.5, -1, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.193, 0.33, 0.108, 30, 6.5, -0.67, 2.3e+02, 30, 6.4, 0.55, 2.2e+02, 30, 6.6, 0.78, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.5, -0.8, 2.3e+02, 30, 6.5, 0.73, 2.3e+02, 26, 5.1, 2.9, 1.9e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.3, -1.6, 2.2e+02, 30, 6.3, -1.2, 2.2e+02, 30, 6.5, -0.86, 2.3e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 29, 5.7, 2.8, 2.1e+02, 30, 6.6, -0.52, 2.3e+02, 30, 6.3, -1.7, 2.2e+02, 2.2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.6, 0.6, 2.3e+02, 30, 6.4, 1, 2.2e+02, 30, 6.6, -0.85, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.7, 0.228, 0.33, 0, 30, 5.7, 2.1, 2.1e+02, 30, 5.9, 1.5, 2.1e+02, 30, 6.1, 0.12, 2.1e+02, 2.1e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.4, 0.59, 2.2e+02, 30, 6.6, 0.2, 2.3e+02, 30, 6.5, 0.64, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 6.5, 0.66, 2.3e+02, 30, 6.4, 1.5, 2.2e+02, 30, 6.6, 0.9, 2.3e+02, 2.3e+02
482, -0.378, -0.179, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.6, 0.23, 2.3e+02, 20, 3.3, 2.9, 1.3e+02, 30, 6.6, -0.44, 2.3e+02, 2e+02
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.5, -1.1, 2.3e+02, 30, 6.5, 0.054, 2.3e+02, 30, 6.5, -0.16, 2.3e+02, 2.3e+02
