T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, d1, s1, t2, d2, s2, t3, d3, s3, savg
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.335, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.449, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 2.6, 99, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.367, 0, 2.5, 0.44, 17, 2.4, 0.46, 17, 2.5, 0.45, 17, 17
358, -0.138, -0.194, -0.254, 0.727, 0.201, 0.13, 0.414, 0.335, 1.1, 0, 2.1, 1.2, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 2.8, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 2.8, 1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.125, 0.335, 20, 1.9, 78, 20, 1.8, 76, 20, 1.8, 76, 77
358, -0.22, -0.194, -0.254, 0.727, 0.523, 0.13, 0.367, 0.449, 20, 1.7, 73, 20, 2.1, 83, 20, 2.1, 83, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.239, -0.0783, 0.414, 0.523, 0.13, 0.367, 0.335, 20, 2, 80, 20, 2, 80, 20, 2, 80, 80
268, -0.22, -0.194, -0.254, 0.727, 0.201, 0.229, 0.125, 0.5, 1.1, 0, 2.1, 1.2, 0, 2.2, 1.1, 0, 2.2, 2.2
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 2.6, 99, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.229, 0.414, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.229, 0.125, 0.5, 20, 2.4, 92, 20, 2.3, 89, 20, 2.3, 90, 90
358, -0.22, -0.194, -0.254, 0.727, 0.201, 0.13, 0.367, 0.335, 1.1, 0, 2.1, 1.1, 0, 2.2, 1.1, 0, 2.2, 2.1
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0, 20, 2.4, 93, 20, 1.2, 56, 20, 2, 80, 76
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 2.2, 86, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
358, -0.22, -0.194, -0.254, 0.727, 0.201, 0.229, 0.367, 0.5, 1.1, 0, 2, 1.1, 0, 2.1, 1.1, 0, 2.1, 2.1
267, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.125, 0.335, 20, 2.3, 90, 20, 2.2, 87, 20, 2.3, 89, 89
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 2.5, 96, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 2.4, 94, 20, 2.2, 88, 20, 1.6, 69, 84
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 20, 2.1, 85, 20, 1.5, 67, 20, 2.5, 97, 83
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0, 20, 2.4, 92, 20, 1.5, 66, 20, 1.2, 57, 72
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.78, -0.194, -0.254, 0.727, 0.523, 0.229, 0, 0.449, 1.2, 0, 2.2, 1.3, 0, 2.3, 1.3, 0, 2.3, 2.3
268, -0.432, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 2.2, 0.26, 11, 2, 0.43, 16, 2.5, 0.55, 20, 16
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
358, -0.22, -0.194, -0.254, 0.727, 0.201, 0.229, 0.367, 0.5, 1.1, 0, 2, 1.1, 0, 2.2, 1.2, 0, 2.2, 2.1
267, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.125, 0.335, 20, 2.3, 91, 20, 2.2, 88, 20, 2.3, 90, 90
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 2.4, 94, 20, 2.5, 97, 20, 3.1, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.5, 97, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.229, 0.367, 0.335, 20, 1.9, 78, 20, 1.9, 77, 20, 1.9, 77, 77
358, -0.22, -0.194, -0.254, 0.727, 0, 0.13, 0.436, 0.335, 0.7, 0, 1.7, 0.7, 0, 1.7, 0.7, 0, 1.7, 1.7
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 2.6, 99, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.229, 0.125, 0.449, 20, 1.9, 78, 20, 1.9, 77, 20, 1.9, 77, 77
358, -0.22, -0.194, -0.254, 0.727, 0.523, 0.13, 0.367, 0.335, 20, 2, 82, 20, 2, 82, 20, 2, 82, 82
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 2.8, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0, 0.229, 0.125, 0.5, 0.7, 0, 1.7, 0.7, 0, 1.7, 0.7, 0, 1.7, 1.7
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0, 20, 2.4, 92, 20, 1.7, 71, 20, 1.6, 68, 77
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 20, 2.1, 83, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0, 20, 2.4, 92, 20, 1.6, 69, 20, 1.9, 78, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0, 0.125, 0.5, 13, 0, 14, 13, 0, 14, 13, 0, 14, 14
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 2.9, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0, 0.5, 20, 2.6, 98, 20, 2.5, 97, 20, 2.4, 94, 96
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 2.5, 95, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.7, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0, 20, 2.4, 92, 20, 0.79, 45, 20, 1.6, 68, 68
265, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 20, 2.5, 96, 19, 3.1, 1.1e+02, 20, 2.8, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0, 0.523, 0.229, 0.125, 0.5, 2.5, 0, 3.5, 2.2, 0, 3.2, 2, 0, 3, 3.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.414, 0.335, 20, 2.3, 91, 20, 2.3, 89, 20, 2.3, 90, 90
358, -0.22, -0.194, -0.252, 0.727, 0.201, 0.13, 0.367, 0.233, 1.1, 0, 2.2, 1.1, 0, 2.2, 1.2, 0, 2.2, 2.2
267, -0.138, -0.194, -0.4, 0.727, 0.523, 0.13, 0.414, 0.449, 1.2, 0, 2.2, 1.2, 0, 2.2, 1.2, 0, 2.2, 2.2
268, -0.138, -0.194, -0.254, 0.727, 0.579, 0.13, 0.125, 0, 20, 2.5, 95, 20, 2.3, 91, 20, 1.9, 77, 87
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 1.8, 75, 20, 2, 81, 20, 1.8, 75, 77
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0, 20, 1.9, 79, 20, 1.7, 72, 20, 1.7, 73, 74
358, -0.138, -0.194, -0.0783, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 0.64, 40, 20, 1.6, 68, 20, 1.4, 64, 58
268, -0.22, -0.194, -0.254, 0.414, 0.201, 0.13, 0.367, 0.335, 1.1, 0, 2.1, 1.1, 0, 2.2, 1.1, 0, 2.2, 2.1
358, -0.22, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 20, 2.4, 94, 20, 3.1, 1.1e+02, 4.6, 0.25, 13, 73
358, -0.22, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 4.3, 0.13, 9.3, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 78
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0, 20, 2.4, 93, 20, 1.7, 71, 20, 1.9, 77, 80
267, -0.138, -0.4, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 20, 2.4, 93, 14, 3, 1.1e+02, 14, 3, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 2.6, 99, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 2.6, 99, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.4, 0.727, 0.523, 0.229, 0.125, 0.5, 1.3, 0, 2.3, 1.4, 0, 2.3, 1.3, 0, 2.3, 2.3
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
